,id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,release_date
554126,2XNs7mkQhDYy0ESmfJ5Rut,Gone Clear,Modern Country,0AlKGJjZriUhapXB3hyW6h,['William Tyler'],['3iexGtoBAyCUbxOKeru5py'],5,1,False,0.245,0.362,7,-10.827,1,0.0346,0.787,0.938,0.12,0.0562,140.032,367570,2016,2016-06-03
229323,7pHLI3mqX1Vr5G8xKZIfRo,Mess of Me,Renditions - Switchfoot Piano Tribute,2v37xSBuzjFl5Mx32YduJR,['Piano Tribute Players'],['4Xx6QMLTWppMwdABkN0Afj'],1,1,False,0.465,0.2289999999999999,9,-18.308,0,0.0484,0.98,0.912,0.0738,0.301,155.814,205640,2009,2009-11-10
536922,4Dy3Y0otELrLuXmo5Fce41,GEMINI,SAVE YOURSELF,2b2cYFRqeBcRZn5C6kZ7Fw,['SBTRKT'],['1O10apSOoAPjOu6UhUNmeI'],1,1,False,0.374,0.373,10,-12.355,0,0.0338,0.649,0.91,0.287,0.1,114.841,163235,2016,2016-03-25
26058,2jopIRPZf6JgIpRgOTvXbF,Love Vigilantes,VSQ Performs New Order And Joy Division,3d33RutTIbbvxsROseajNy,['Vitamin String Quartet'],['6MERXsiRbur2oJZFgYRDKz'],7,1,False,0.52,0.175,7,-14.892,1,0.0392,0.8809999999999999,0.7090000000000001,0.135,0.374,119.879,259160,2003,2003-08-12
1033456,6iGpdY6tw1bQXhPhslF9qo,"I've Got a Mouth Like a Hooker, but That Don't Mean I Suck","Bum / I've Got a Mouth Like a Hooker, but That Don't Mean I Suck",0JFHI6EiusELx7tYzi2hiT,['Peacehead'],['2NB19suhFiZysMKpAZKlu5'],2,1,False,0.462,0.7959999999999999,6,-9.614,0,0.0377,0.000235,0.00181,0.104,0.253,123.179,300027,2020,2020-06-02
1005524,4LzcTuDj1viNfeID4SESWw,Frozen Dreams,"Northern Lights, Southern Darkness",4t9AXZ5B8OhOGxajQrk20b,['Dos Brains'],['2m1jyLK9kufk4DasfhR0Qa'],14,1,False,0.286,0.159,7,-19.345,1,0.033,0.66,0.943,0.0727,0.0366,86.073,210293,2014,2014-07-28
1036212,4TI398itzA5korCErModRT,Song,Song,20Q3kWZSqVfeSMmQMaTNuE,['Man Eat Grass'],['01Ke5xQGjAI3Wv1U2xradA'],1,1,False,0.33,0.972,1,-3.72,1,0.08,0.000168,0.00784,0.0723,0.471,160.007,155350,2020,2020-09-14
402635,0Db9HrZCpHngVOid0HBTxG,Vertical,No One Expects An Inquisition,71OFJKBw7GoFpea6tdK7bp,['Illusion Of Joy'],['4vClbmqmg1f9N9eYejmH9V'],4,1,False,0.669,0.3289999999999999,1,-10.825,0,0.0332,0.6459999999999999,0.0,0.0713,0.0863,145.921,268740,2011,2011-11-08
534703,2IIy27HEVqhx7t2yZvHqfJ,"Il templario: Act II Scene 3: Desso mio figlio (Vilfredo, Cedrico, Rovena)","Nicolai, O.: Templario (Il) [Opera]",64XLClHCyyCy6vEy2F4ByH,"['Otto Nicolai', 'Kouta Rasanen', 'Stanley Jackson', 'Judith Kuhn', 'Andreas Kindschuh', 'Hans Christoph Begemann', 'Andre Riemer', 'Tiina Penttinen', 'Chemnitz State Opera Chorus', 'Robert Schumann Philharmonie', 'Frank Beermann']","['5Cnc0noHxdjlRyiRPPvvjq', '3nTBqUGyzMXxjQZ4bDpcH4', '3uoKSVmuDDItBqC4OceRgJ', '4Ak6mbLc2yEkrmqYyOobQf', '6ISA5eQMUtY2CyaVIcPWNp', '6wsXsZfBvaIBCELLb2mmi4', '6zAZP80mKvHRYUOAdgHZIN', '3Y79y3BAa3YyEG0mjv5kSY', '7MrYqGbRKHbMPv9SbRfxw9', '5lB0dI9d276MtQSHY02zQg', '5HBd5KMnAyxKrL3yUB5z9J']",6,2,False,0.2769999999999999,0.192,8,-18.851,1,0.0518,0.986,0.000223,0.146,0.2,89.104,653480,2009,2009-01-01
37820,3KaQvtGWUcILTn6Clu2G9K,Is It Saturday Yet?,Now or Never,40FGCKCfztaam99elFmhOX,['Nick Carter'],['6eIPFXnKPqSQVxgsU4hELI'],7,1,False,0.748,0.833,10,-3.804,1,0.0393,0.00881,0.0,0.5379999999999999,0.93,130.001,193347,2002,2002-10-29
692790,2NDOXzm62v3N0YDzsf3cxw,Crutch Came Slinking,King Shit And The Golden Boys,1VArBr7wQUft5TLQy1EbrB,['Guided By Voices'],['4oV5EVJ0XFWsJKoOvdRPvl'],5,1,False,0.418,0.5870000000000001,3,-10.294,1,0.0366,0.969,0.1159999999999999,0.292,0.524,132.901,131867,1995,1995
856796,36KcLT7aMcj0NGQ6DEszAG,"Just Like a Woman - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",Bob Dylan At Budokan (Remastered),10iefHq2stsarq3QvPCZ7u,['Bob Dylan'],['74ASZWbe4lXaubB36ztrGX'],2,2,False,0.371,0.518,4,-8.822000000000003,1,0.0524,0.589,2e-05,0.708,0.402,70.867,306907,1979,1979-04-23
937072,76tE8BnaJLQHZrXTOmigkg,El Capitan,Leave What's Lost Behind,7aYN3ImZcHkloKR4LGvHcV,['Colony House'],['6R664N4cEza3eORSqKSgO4'],5,1,False,0.43,0.813,5,-5.941,0,0.0385,0.000718,0.0679,0.113,0.693,181.962,175600,2020,2020-01-24
64980,084fKkMDWDfBQgL9LQTpCQ,Un amour d'été,Pour un flirt en vacances Vol.2,6UMJdQkBDKWitHFu4B5mMZ,['Pascal Normand'],['0pPuv31ml3sQXn7l4TY7Q4'],16,1,False,0.375,0.619,3,-8.583,1,0.0657,0.512,0.4529999999999999,0.152,0.649,165.158,188853,2001,2001-01-01
1027061,3rRI46C7rECNXN3Ysf5qMG,Day Zero,Day Zero: Rise of the Horde,3LFIMHiQbLWV24Ux51PDlJ,['Paul Wardingham'],['0SZWklwwrJZsLbUVIFUF8M'],2,1,False,0.308,0.951,4,-4.09,0,0.0645,4.1e-05,0.926,0.3429999999999999,0.14,158.099,327973,2020,2020-07-03
1025403,1aoSAf1KPp3M1XmWOfG05Y,Year of the Cat,Lite FM Rock,0yaJhfebL8Bn7oJdeeFFXB,['Al Stewart'],['0DW7boyjvbaSP3OJ72sXgC'],11,1,False,0.5489999999999999,0.542,4,-10.495,0,0.0315,0.0395,0.00665,0.176,0.603,117.102,394427,2019,2019-02-08
717007,3gdSG0esDpdyO8AJAYr0UD,Collide,Monstercat 013 - Awakening,4CPxQgStAVv5Nn0nNdr6B9,"['Hellberg', 'Deutgen', 'SPLITBREED']","['1kgxTtyF91VaqLD3J6Krd5', '23DJMI9DCZpuPaYy4izpdb', '3Fe5n1HNeOPaDPwcPIx6Qc']",13,1,False,0.586,0.778,9,-4.513,0,0.1169999999999999,0.00193,0.000102,0.0598,0.42,128.14,289454,2013,2013-06-10
995873,6tXg8ORGdsrIZNciO0OSqQ,Low Low,Trill 4 Lyfe,3oC5OetdF9soJJsegvFbkw,"['Pimp C', 'Cool Breeze']","['7v9bFXCdSMA2o3gS4nvp0F', '5hZ48LGaj6Z7tdpUdgEFcz']",16,1,True,0.774,0.532,10,-7.685,0,0.262,0.0379,0.0,0.123,0.4970000000000001,148.709,251063,2020,2020-06-19
966919,5JPGaCstRDwLekgNkgK9cK,Seven Steps To Heaven,Enchantment,3NaX3LlcZvDgsUoscFGOfY,['Hilton Ruiz'],['7uUrPQUnxCoQusOAh5I0D1'],1,1,False,0.3720000000000001,0.517,5,-12.697,1,0.0279,0.52,0.396,0.12,0.65,79.563,131387,2006,2006-01-01
732986,2ivKWdb1YTIyEH1eb0tuvz,"Hard, Ain't It Hard",Dueling Banjos,2Okci4K13UGLBJRMApE2sB,['Eric Weissberg'],['2dIzGSHkciATTqFH3Xox5g'],16,1,False,0.245,0.627,8,-16.544,1,0.0408,0.00443,0.969,0.314,0.97,109.544,102867,1973,1973
989611,5lyztnF5Ovym6NXL1M8eCL,In My Hands,Buildings Breeding,5QEX9KS4QRFnAwuBhu5Vxz,['Buildings Breeding'],['1usKWSfGqopY4mLPOZBdvI'],9,1,False,0.41,0.408,7,-9.237,1,0.0299,0.301,0.0,0.297,0.352,77.457,197440,2018,2018-01-03
289984,0KLYCd1T16g4VC8zWvuimH,21?!,21?! the EP,6T8a6yNtm7LEhHB7ldY7yv,['Marya Roxx'],['1SMagsLqdPMFCh21XJaMtu'],1,1,False,0.626,0.8370000000000001,9,-6.733,1,0.0456,0.0021,0.00336,0.267,0.489,122.031,260987,2008,2008-01-01
1143333,09M0M52nW98YcYgn8pmkGo,Push (Mix Deluxe),Push,02ApNAHkrjkR79dLgqwsnY,['Gardeweg'],['2YmDl51vEJzU1Gzm2iD29O'],5,1,False,0.743,0.889,10,-9.115,0,0.0577,0.00302,0.512,0.0451,0.693,132.017,385960,2000,2000-10-09
424514,5O1Rs8qMOy1qiTvkGEzPq4,Mercy,Amie Penwell,2Ls5BuA6Z5XVn79klagEST,['Amie Penwell'],['1Kq4QoFy4nUbo4nlShhASO'],1,1,False,0.489,0.356,1,-15.316,1,0.0329,0.852,1.16e-05,0.369,0.345,131.937,238213,2005,2005-01-01
981287,59e7E2LMPZ2bhW5G6aCwX8,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",Cozy Tapes: Vol. 1 Friends -,3RaACfwYTY9uiDy3VSWLLc,"['A$AP Mob', 'A$AP Rocky', 'A$AP Twelvyy', 'KEY!']","['7yO4IdJjCEPz7YgZMe25iS', '13ubrt8QOOCPljQ2FL1Kca', '0tPjSrb43a58uznKru1k2P', '2tMOCIpxj6jwM9e6pmwGiP']",2,1,True,0.755,0.629,0,-8.283999999999999,1,0.312,0.32,0.0,0.126,0.591,143.083,188853,2016,2016-10-31
130797,16o5wlGurbJYkmkbdFVhW3,An American in Paris,Gershwin: All the Works for Piano & Orchestra,4TaEqeIyJk4BXoZ9XXNPEG,"['George Gershwin', 'St. Louis Symphony', 'Leonard Slatkin']","['1YuknfkSYTTbolRpwZBOv4', '4DBdvdTZBJd45Izgjt9Xlg', '0xcogVKoT8y5OBIg3L0fua']",8,2,False,0.245,0.2239999999999999,5,-20.851,1,0.0449,0.725,0.7090000000000001,0.753,0.126,132.517,1073373,1990,1990-01-01
922305,51tME6zaBigeUFq6VmcBnL,Я не боюсь,Я не боюсь,2klovwTPqD7KS8FF6H3zON,['Sergey Lazarev'],['69GGH3fqk8waBkpDJ5C2mK'],2,1,False,0.679,0.964,9,-3.307,0,0.1119999999999999,0.00928,0.0,0.353,0.421,121.99,186885,2019,2019-08-23
332076,4oM5JrrXGI6VpuxGPw7oyK,"Deus, Deus meus [Graduale Aboense] (arr. H.L. Vuori and J. Korhonen)",Memento Mei,4MgKGyFuueJkTNrpS9IyXC,"['Anonymous\xa0', 'Hilkka-Liisa Vuori', 'Johanna Korhonen', 'Vox Silentii']","['35y6unM66rGPWHTRFNrqKS', '0zKvHmLb0B4CwFN6qsPdr4', '2saieWlT2rGDLftebL3aqb', '09dW8X0XfhNTjvCVgv80y7']",4,1,False,0.183,0.0203,0,-26.771,0,0.052,0.994,0.235,0.133,0.0459,74.419,261067,2011,2011-01-01
434093,0NCjI5UngRcRFIS4T5Q0n8,Variationen uber ein Husarenlied (Variations on a Hussar's Song): Adagio,Schmidt: Symphony No. 4 - Variations on a Hussar's Song,29KRAYrk8nRQk3yIKXY7Kh,"['Franz Schmidt', 'Malmö Symphony Orchestra', 'Vassily Sinaisky']","['0Fx0FF13vvAQ3gmBE5LmhH', '24TyvSlEEO55MTNEJo5VFc', '5ieRNtQmVhIhCkQA4ZkK6L']",5,1,False,0.0708,0.0335,5,-28.216,0,0.0456,0.948,0.915,0.181,0.0341,77.982,329587,2010,2010-11-16
531763,7G6RBRIhvRO6yrcSMefhVZ,Uncle Tom's Dead,Legacy,1rFqHta0X89c8Z3FceAXRM,['Guy Davis'],['6PdVgi27EMfFXV5lSH6wEW'],1,1,False,0.523,0.7070000000000001,7,-8.068,1,0.0828,0.241,0.000193,0.261,0.927,170.498,287507,2004,2004-08-24
431935,31hEyHrdn791GbOushnTHo,For A Place To Sleep,Party In The Basement,3L42erNeSw3kRcOGBEeJ0x,['Pete Levin'],['29LTr6jvpwHAul8510Tcor'],8,1,False,0.637,0.733,1,-12.034,1,0.0533,0.356,0.55,0.0862,0.407,148.545,377333,1990,1990
844107,7tKbf6LDfSoZ8BTvuHDF4F,Symmetry,Symmetry,0pPcmu3daUj8ogRJkBY5C0,['Protonica'],['2fhNO804KWA0hiFxjpv3Tt'],2,1,False,0.637,0.919,7,-6.5070000000000014,1,0.0389,0.000294,0.858,0.108,0.0935,139.006,538705,2019,2019-05-31
237732,7ogIJP1671h1tmIDjRePT2,No Reason,Resolution,4pzCPvyS2Efp6Vcvs2Wlzj,['Monique Danielle'],['02oC92t5O7ENV8LZzv5NNR'],7,1,False,0.773,0.319,6,-9.821,0,0.0492,0.0686,0.00028,0.0955,0.15,81.95200000000001,300507,2002,2002
121477,1kChCeLcew1PlMHd0J5ACe,Vote for Me,The New Revolution,5Ft2yMYhDDNoPBuakB0X7L,['Layzie Bone'],['6wAO5FJZZ5PJoRBSpBic7M'],2,1,True,0.423,0.856,9,-5.853,1,0.396,0.7340000000000001,0.0,0.143,0.579,88.135,229880,2006,2006-08-15
235332,1wYOAxwquBhCTV2lC7S8EE,All of the Words,Kutless Piano Tribute,4syekUfgbD9EvGh0YjaVNz,['Piano Tribute Players'],['4Xx6QMLTWppMwdABkN0Afj'],5,1,False,0.544,0.22,1,-18.141,1,0.0478,0.99,0.937,0.107,0.109,79.976,226867,2010,2010-06-29
1016051,7k3bwlpVFZSN5G0xz0PCVB,Give In To Love,The Very Best of Billy Griffin,3i4elyV8K6TfhpI9a8nwdD,['Billy Griffin'],['1C4zTmHRkm3XRJSex4vTiZ'],8,1,False,0.7070000000000001,0.5489999999999999,0,-14.068,0,0.0468,0.0971,0.00186,0.0652,0.89,124.138,258533,2006,2006-11-21
157097,4vb3nU2yAClzrBfPWgIyHz,Plasma Propulsion,Algorhythms,2cnMc7NDfzl5dMPlbgOiZV,['Professor Kazkaz'],['2yKed8pv3JDuxDL5mRxOEb'],9,1,False,0.685,0.2689999999999999,1,-15.18,1,0.106,0.4539999999999999,0.764,0.354,0.4,114.079,241863,2007,2007-07-09
1151630,65vkndutcGr6l4JVLVu5Vk,She's Always Right,Chiaroscuro,0MVMsDS0kofp6A8cbJ5kSH,['Ocean Alley'],['18lpwfiys4GtdHWNUu9qQr'],7,1,False,0.614,0.768,2,-8.451,0,0.0312,0.000462,4.45e-06,0.2019999999999999,0.51,124.002,244316,2018,2018-03-09
671160,29ueJ3GB3WJL227rTVCNeX,Más de Cien Mentiras,Esta Boca Es Mia,5PRLhyzly43RBl6ZAeydzk,['Joaquín Sabina'],['4aeIWo5CMF1uRmqgJdwkZW'],12,1,False,0.737,0.664,9,-6.766,1,0.0622,0.107,2.25e-06,0.292,0.59,137.54,397960,1994,1994-06-01
1015498,7d1pgkwBbBUX6s3M94sY2O,"Les amours de Jupiter, Retour à Junon: No. 17, Entrée de Jupiter",French Music for Ballet,4FK3eJMWI0ilLjbXdpA6Fa,"['Jacques Ibert', 'Estonian National Symphony Orchestra', 'Neeme Järvi']","['3KSFGteIQYY5pgE3veclRk', '3wnm0pkc0sPfV7UI2xlZlW', '5UHZvYJA0aPcJSLYkYAeps']",35,1,False,0.193,0.158,2,-21.44,0,0.039,0.5589999999999999,0.875,0.186,0.129,65.291,77200,2019,2019-03-01
225662,55xRTcsz1SLX4Mc3r38qoL,Counting My Blessings,50 Country Hymns - Classics Collection,1hJOYyJIf1mANihWzMs66p,['The Upchurch Family'],['0S3px9e8u71ZQmfVAjCN9t'],6,2,False,0.741,0.4029999999999999,10,-8.71,1,0.0313,0.8440000000000001,0.0,0.102,0.928,105.443,106058,2018,2018-05-04
1031418,50BeSaC6MqsVemKI5uXKTJ,Slide,Sea,3R6vrY0jOHOc9OiWLGydO9,['Fire Mist'],['2klrwgSxqzlUOgygliOprD'],4,1,False,0.4429999999999999,0.113,7,-20.154,1,0.0362,0.8690000000000001,0.0001,0.113,0.4429999999999999,60.918,147493,2008,2008-12-15
537901,3rrvnv10LhrKzOoU1F8S4d,"Etude in B-Flat Minor, Op. 8, No. 7",Horowitz Plays Scriabin,1cbyUiZTc3K7WPvFwLBmSO,"['Alexander Scriabin', 'Vladimir Horowitz']","['6nZiWg5ZB511S24WmB7TCV', '4Ws5hSoABAwvGJ4LhHwHgq']",22,1,False,0.316,0.0513,6,-23.939,1,0.0496,0.995,0.893,0.325,0.0377,133.833,216560,1987,1987
419533,5LgcJ0rjtuwHTFy0IVThr0,"Mazurkas, Op. 63: No. 3 in C-Sharp Minor",Reverie,1UPkLBwM2IKKGAdnwQLafw,"['Frédéric Chopin', 'Balint Vázsonyi']","['7y97mc3bZRFXzT2szRM4L4', '7cKsC4cGyPfZ5b3G4jmPMu']",10,1,False,0.33,0.0775,1,-22.803,0,0.035,0.995,0.92,0.0888,0.262,60.15600000000001,120000,1988,1988-01-01
469994,1H7NzS3I1oEtVKJQW4q6eZ,Expectations - Hidden Track,Mother Earth,4uOviOCB18zzAS954hlKrA,['Lisa Winn'],['7wxfB12EAdNqqvX79FNjo9'],11,1,False,0.511,0.0696,8,-16.245,1,0.166,0.947,0.0,0.13,0.162,108.837,94960,2000,2000
183830,4iSqwCV29Yw4ZkePbQGIwD,"Slow Down (Live, 1976)","Minnesota Beatle Project, Vol. I",3VeRkYdBCxZLExU4CQt4u0,['The Suicide Commandos'],['3uV2zmlxCnmeG1w2YBPwfS'],8,1,False,0.363,0.8759999999999999,9,-7.751,1,0.289,0.0129,0.000775,0.952,0.5479999999999999,89.05,166613,2009,2009-12-08
285070,3Ok5YUDVrYWkDa0seHfcYh,The Day of Reckoning,The Treatment,51XFm9KL0B1qQR2HxwLKJu,['Dave Dub'],['37433YZd8ITCZJt9BOMDRb'],11,1,True,0.667,0.315,6,-12.629,0,0.0814,0.472,0.956,0.109,0.425,78.459,86053,2012,2012-05-22
348794,1L6fFOfAfMx9AqmCNEpeev,"The Nutcracker, Op. 71: Act II: Tableau, Bild 3 - Scene",Tchaikovsky: The Nutcracker/Glazunov: Les Sylphides,1mG7bWFPcF8nmb4yG7Jsbr,"['Ernst Hoffmann', 'Slovak Radio Symphony Orchestra', 'Pyotr Ilyich Tchaikovsky']","['2PUnmYP3D7zzWjZdvWg9WJ', '428GNN7qZnTsMaK3SfPo6D', '3MKCzCnpzw3TjUYs2v7vDA']",11,1,False,0.147,0.152,4,-22.09800000000001,1,0.0378,0.963,0.862,0.122,0.0973,78.51100000000002,227000,1990,1990-12-19
978500,3Ob9kLFDiIDMrS22a4fk0v,Peace Bridge,Project Freedom,1wazXvlNpk4KVg5JSqZUXZ,['Joey DeFrancesco'],['2hpwTpq2QENZv7EAvniKDR'],8,1,False,0.325,0.109,3,-18.088,1,0.0328,0.884,0.804,0.238,0.0649,91.833,313325,2017,2017-03-10
192573,30SZqW9WZe35vEKzhkNXQe,High Barratry,Coffee Computers And Song,4gvtEOhwnTrrmLTI4kApjP,['Steve Savitzky'],['7ihpM2UlyzbFV0Zs5Ebvpd'],6,1,False,0.608,0.416,2,-13.571,1,0.149,0.98,0.0202,0.715,0.775,113.041,170747,2007,2007-08-24
1043809,1pCa2pvTtA3u3PP6THrpUH,In My Indiscretion,Loose Ends,2QUTpQwuF32aWAnYGUFleD,['Larry John McNally'],['7fQwarCxGRYQBCS2nJ8CmB'],9,1,False,0.429,0.312,5,-9.294,1,0.0301,0.397,0.0006929999999999,0.146,0.21,155.888,220840,2004,2004-01-01
337951,73hlAA5cWeaGGTNBpErDAP,Recercare X (feat. Ron Andrico),Sfumato: Musica per voce e liuto del Rinascimento Italiano,0NnTJoHkgyHD51AkHuZhCR,['Mignarda'],['1vNEPTetD9WzVMtXYj3vln'],9,1,False,0.3879999999999999,0.0748,11,-30.916,0,0.0633,0.908,0.556,0.0951,0.316,96.035,87920,2011,2011-06-21
915700,0T2ZAv3JCJ4lvurGY8tFSD,Si No Sabes,Bebe Creed,3leihVFtzC4MAIHSzHHxM0,"['Baby Creed', 'Miko Creed', 'Kamila Cree', 'Saniyah Cree', 'Ariana Gomez']","['0yaNnF7dV9olS4cLNeqGK0', '2kirLjjuIwYIjyXylLJkCB', '0Ua9PEi3o51durQevG1eN9', '73fGhnLdQ2MGPY0YOBHDTz', '6TtG67sAKvQHvWZDvaBK1q']",2,1,False,0.775,0.358,6,-10.847,1,0.0791,0.0093099999999999,0.741,0.133,0.836,100.004,153063,2019,2019-09-13
526030,5IS2P9vhKKNGZwNxYoIrDI,Down The Road,Sundown Over Ghost Town,0aXUIjG27OeFfdBrnfgL0v,['Eilen Jewell'],['7caMdiwqwg1WefL7Jjm23M'],7,1,False,0.616,0.519,7,-8.797,1,0.0433,0.753,0.00158,0.108,0.375,75.891,155920,2015,2015-05-19
525604,6NtvVEj7A14Fwz3uM1GCYF,Morning Dew,Day of the Dead,5eVGVLpLcMEjuP1BNdlKWz,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],6,2,False,0.411,0.659,7,-7.622000000000001,1,0.0284,0.151,0.804,0.281,0.4270000000000001,82.016,334893,2016,2016-05-20
307807,3Y4tCGouHYVjNQPsiLl1EZ,Horef,Depth Charge,283ZZDiy4aBsciZMtmV1ZT,['Nir Shoshani'],['3r7JfDiwYLZGtwITGn0smi'],4,1,False,0.805,0.519,0,-11.373,1,0.0534,0.00101,0.906,0.0923,0.4429999999999999,126.009,482429,2016,2016-04-29
170599,0sG0NcguRdDholv4vW9XAu,Layaway Plan,Rolling Fork Revisited,6DlEQiChYz94J0cXp4CYpf,"['Johnny Dyer', 'Bob Welch', 'Charles Wheal', 'Francis Clay', 'Mark Hummel', 'Paul Oscher', 'Steve Wolf']","['6A5Hq2aWCSr6NmB0Vta8eE', '0reZZVbAPxgX1Rqj6XbWj3', '4TmvpMN98QMdBFOVxjCo5n', '1fmZLPPqWDMFtepmhVUkih', '6tThEAJKUsHlj0ALfRObEP', '42a3dyv8CfdAz291v6CGM4', '1OEPxfmi2u9XdpH7zkJhki']",11,1,False,0.425,0.479,0,-5.386,1,0.0492,0.934,0.0016699999999999,0.264,0.574,55.11600000000001,212080,2004,2004
948710,2wqQ6IOm6pEIUOgPNzegah,Classic and Perfect,Carnival,4qSRxDFJlvi8z83JbogGaL,['Bryce Vine'],['1ShZZUjkbXCjhwrb18BA8I'],1,1,False,0.8009999999999999,0.72,2,-6.533,0,0.185,0.387,0.0,0.157,0.6890000000000001,90.00399999999998,191467,2019,2019-07-26
557497,4oh0d3stA4IVladYDptfyL,Scenario - Remix,The Love Movement,0FH3WsTCWaDmfpEojJ4sN2,['A Tribe Called Quest'],['09hVIj6vWgoCDtT03h8ZCa'],16,1,False,0.853,0.6,10,-6.466,0,0.306,0.0289,0.0,0.0688,0.624,102.0,317760,1998,1998-09-29
1037225,3JkwQE8Lc9AcOI8mYTPWst,Let The Light In - Instrumental,I Am Here: Mentals (Instrumental),7LKaKT73getuEZeTewa2Q6,['Taali'],['5SkhihNXZNPmooUcbSVZho'],5,1,False,0.8420000000000001,0.421,9,-12.788,0,0.0907,0.236,0.868,0.0854,0.172,111.009,177360,2020,2020-07-17
761283,1bSbCivFidngPMtUnAuMzb,A Nocturnal Waltz,Castle Moon,6RiDmwYrAFRrLxx7pdLsvQ,['Joseph Akins'],['05CtSSkijtaH2lcVDI8ieJ'],7,1,False,0.416,0.264,9,-16.47,0,0.0529,0.981,0.875,0.104,0.0878,113.842,221280,2015,2015-10-01
146204,2tsUDfvmyRVqQPM4t0TQzS,Introduction,Belvedere For The Recently Deceased,7k0sqGuYtf1kSidUSEpCTi,['R.U.E.'],['0Oi4POnzU2Y089BqSaqAMI'],1,1,False,0.429,0.118,1,-18.255,1,0.0435,0.959,0.5660000000000001,0.0355,0.166,126.632,168587,2008,2008-06-18
665605,6TC8kL6dVDY0YjdVeQkTnj,The Pacific,Mauve,61rrmp9InlzyT1NcMiTonQ,['Mauve'],['6zdQYq6U0dH2Zq7iuHzmj6'],3,1,False,0.594,0.701,4,-4.716,1,0.0255,0.0794,0.000132,0.1119999999999999,0.389,129.93200000000002,279907,2017,2017-03-01
341138,50t1n3A8mnlfA6erOXpYGb,When the Saints Go Marching In,Gospel Soul Children,4SABjASUY8yyTcnxoyTT93,['New Orleans Gospel Soul Children'],['6l1Zb4sK2U3ACjQW7O60eD'],4,1,False,0.445,0.657,5,-10.345999999999998,0,0.185,0.185,2.46e-05,0.1,0.637,140.275,225760,2008,2008-01-15
335572,4q7ObUsQzPvbz3K2pQO98K,Cat Fish Alley,Black Prairie Blues,1NOeUQllVv8B2YOimjZbC9,['Big Joe Shelton'],['65dxvimTzDp8olSoDF48tA'],12,1,False,0.537,0.815,9,-8.154,1,0.0659,0.0171,0.000159,0.2339999999999999,0.73,109.866,184760,2008,2008-01-01
907740,1GepjQjA5GFX4eZtHxhYti,Elixir,Entity,1W3T8RWX2iAuomXAyX7joZ,['Sidewalks and Skeletons'],['48nHO1cuTbpx4ELhChsxX1'],9,1,False,0.455,0.691,5,-7.9860000000000015,1,0.0624,0.015,0.0426,0.0864,0.0714,134.959,353856,2019,2019-05-05
1153411,5yHs2v2e4Dbb3p89IOVce3,Malkar Medley,Maza Mese: Secrets Moon Magic,5F3fEJgKotYXqrtwPXdpCI,"['Traditional', 'Suba Sankaran', 'Trichy Sankaran', 'Maza Mezé']","['1U5zgr455OGyIkLNXvDdrf', '5nhpSk4u9Am8PgMImnMv6f', '5pXWGFz6zZwtMctRbOFcUd', '7ts7Z65DozmCAtKEGoYapq']",9,1,False,0.643,0.337,0,-12.719,1,0.0939,0.601,0.2739999999999999,0.0824,0.1939999999999999,114.518,811960,2008,2008-01-01
95137,6tlyBQAsB16WAbQ2FmCUnp,"Oboe Concerto No. 3 in G Minor, HWV 287: III. Sarabande: Largo",Classical Moments 6: Classical Music To Study To,0diWf46XOlitZZv5f1pa9f,"['George Frideric Handel', 'Anthony Camden', 'City of London Sinfonia', 'Nicholas Ward']","['1QL7yTHrdahRMpvNtn6rI2', '1iNHrIYKqHXQONIKKClI73', '4JKHXlntTvmZnLxjbeRcPL', '4fgDrYK3Ua8O0eV4cU8Pl2']",8,1,False,0.12,0.17,10,-16.961,1,0.0384,0.922,0.918,0.106,0.143,89.206,191760,2002,2002-03-01
670079,0hbds76eofToTXy335KQiR,Stupidmop - Remastered,Vitalogy,5pd9B3KQWKshHw4lnsSLNy,['Pearl Jam'],['1w5Kfo2jwwIPruYS2UWh56'],14,1,False,0.341,0.794,4,-12.882,0,0.0786,0.187,0.00838,0.104,0.291,97.217,443800,1994,1994-11-22
226009,3JfkaSOxXYeyEAZ5YLYwcV,Dowser,The Bright and Hollow Sky,6QSouTY4wo4Jb0K9G2dva2,"['Nathan Davis', 'International Contemporary Ensemble']","['3xGZW7nsIHzw5tLxARSJWA', '1e6oJr3JG14gEuRLDl5ZsT']",4,1,False,0.351,0.151,0,-17.852999999999994,0,0.0518,0.805,0.908,0.225,0.0328,139.64700000000002,570907,2011,2011-11-23
225053,001QClYPU8W9KVAP0tg1Zo,One with the Abyss,Light in the Abyss,3A7LtXy1g8EY6KZbObJrtX,['Myridian'],['5yTSo5Lmip4TMhck6nAZm5'],7,1,False,0.168,0.8340000000000001,6,-8.842,1,0.0636,6.97e-06,0.5379999999999999,0.271,0.1169999999999999,95.003,578813,2020,2020-07-03
